fpr,tpr
0.0,0.006918700867216023
1.3347570742124934e-05,0.03443724052913859
1.3508037282182899e-05,0.03476903619919578
1.5590651845153644e-05,0.03906236060968861
1.9918334827208444e-05,0.04803254111108739
2.6695141484249868e-05,0.05098306996424651
3.118130369030729e-05,0.053205574139921594
4.00427122263748e-05,0.05668934129196925
4.05241118465487e-05,0.05716319813744573
4.522976721746472e-05,0.05901507422755803
4.677195553546094e-05,0.05963004980013076
5.4032149128731594e-05,0.06280798964038278
6.236260738061458e-05,0.06620577434160334
6.673785371062466e-05,0.06801491064237855
7.795325922576823e-05,0.07267485769227236
8.10482236930974e-05,0.07386443270855256
9.045953443492944e-05,0.07749283802524076
9.343299519487453e-05,0.07889068312841568
9.959167413604223e-05,0.08181057646867188
0.0001201281366791244,0.09202995198320235
0.00012061271257990592,0.09226982687226307
0.00012472521476122915,0.093741490244455
0.00013347570742124932,0.09690359255580658
0.00015934667861766756,0.1057604560756572
0.0001620964473861948,0.10647068111107612
0.0001714971702966901,0.10893752414440813
0.00018091906886985888,0.11139227760039358
0.0001891125219505606,0.11327741014663531
0.00020262055923274348,0.116528577584875
0.00021356113187399894,0.11905865453129856
0.00023385977767730469,0.12401693925956439
0.00023902001792650135,0.12528013267249274
0.0002402562733582488,0.12548355353113855
0.00024314467107929217,0.1259260663467115
0.00027016074564365796,0.13020033239302536
0.0002713786033047883,0.13038063361097713
0.0002802989855846236,0.13164607703232822
0.00029622238505791926,0.1339389640413018
0.0003241928947723896,0.13792433629205733
0.00034703683929524827,0.1414114391014472
0.0003512089693367554,0.14203383515107598
0.00036183813773971776,0.14351614989417913
0.0003741756442836875,0.1450479011281527
0.00040524111846548696,0.1490062609587705
0.0004271222637479979,0.15179435445534267
0.00043653825166430207,0.1530230375998236
0.0004382033661985858,0.1532463395682213
0.00046737426124713547,0.1570373549732316
0.0004938601174586225,0.15989507390193294
0.0004997973794407673,0.16074721687800717
0.0005072076882007474,0.16185444151695733
0.0005144915108900703,0.16266367714700078
0.0005403214912873159,0.1652479741084593
0.000600640683395622,0.1707616517776313
0.0006332167410445061,0.1738301956962352
0.0006373867144706702,0.17417891096818422
0.0006540309663641218,0.17540721829266945
0.0006548073774964531,0.17546101898952857
0.000661893826826962,0.17592286911550328
0.000787506673785371,0.1839183203414032
0.0008239902742131569,0.18629735546869525
0.0008593655771318297,0.1886239221029322
0.0008764067323971716,0.18977006719487335
0.0008886671551737578,0.19053236523213846
0.0009076348104644955,0.19176430959116617
0.0009590706470349858,0.1954162042612421
0.0009743726641751201,0.19651435387882507
0.0010411105178857447,0.20135723058472607
0.0010553612350741768,0.20233175930025388
0.0010757549773156017,0.20386202280308577
0.0011211670944211807,0.20714570589395756
0.0011552634199780898,0.20962120598982387
0.001161238654564869,0.2100063896220541
0.0012061271257990593,0.21282018511967662
0.0012562474672430095,0.21553048444081885
0.0012813667912439936,0.21698715304826283
0.0013096147549929063,0.21858441603377124
0.00135080372821829,0.2210855889374967
0.0013870461946689182,0.22316588586235145
0.0014415376401494928,0.22597707271298714
0.0014811119252895963,0.2279415631231247
0.0015129001756044847,0.22939942067372016
0.0015934667861766756,0.2329451312645902
0.00162827161982873,0.23469363589308773
0.0016951414842498666,0.2383262161996303
0.0017020126975550453,0.23871876785038593
0.0017305623548120547,0.2403311820996608
0.001824267277771077,0.24565311214337368
0.0018524051389303853,0.2471946805521794
0.0018820074746396156,0.24858253678521552
0.0020111940880248205,0.2546272849160509
0.002026205592327435,0.25535132314619596
0.0020353395247859124,0.25579172351978496
0.0021089161772557393,0.25865946883536506
0.002270690170301763,0.2648302174662679
0.002276235169392432,0.2650182403224695
0.0023091297383876132,0.26608880013232933
0.002390922598946373,0.26870710602973524
0.002442407429743095,0.27036013511943
0.0025760811532301122,0.2748603398195574
0.0025880482062955053,0.2752652708545037
0.0027421315682831285,0.28016237400740857
0.002759015800265348,0.2806890675945515
0.0028563801388147357,0.28377254271851815
0.0028881585499452244,0.2847312417224497
0.0030089958061146537,0.28844806290811276
0.0030907007598600894,0.2911540699865477
0.0031608807240307984,0.29358241929320317
0.0032301121195942336,0.29604519809991237
0.0033470027740923895,0.3004159812642504
0.0033675807985531873,0.3011197993623333
0.003386116920625436,0.30168760021476704
0.0034703683929524828,0.30442162752686996
0.0035391057679319193,0.3065577072522391
0.0037239175009045953,0.3124467507581172
0.003804401951996813,0.31512826990789317
0.003863298662704309,0.3169339018458415
0.003910838227442605,0.31825050781709424
0.003944434916823872,0.3191787179209808
0.00402544928235436,0.321415959452457
0.004297917778964228,0.32765410480371226
0.004322278657504233,0.3281923829633951
0.004505698383249403,0.3322804232000759
0.004522976721746472,0.3326753870962634
0.004525192489531271,0.33272904073304416
0.004831820608649226,0.3402423699273752
0.0048401553630116525,0.34046319642272616
0.004869738270413701,0.34117085708651923
0.0051449151089007035,0.3471740145729002
0.005165509877202349,0.34761890190262923
0.0051870863163582335,0.348091498769559
0.0053672657098058135,0.35223900730691043
0.005619327282434597,0.35796296956223733
0.005676725425754407,0.3591692521261409
0.005686883695799,0.3593816076149089
0.005737359879016542,0.3604039400089849
0.005849716560125437,0.3627255826158547
0.006260010678056593,0.37159788756796236
0.0062869376432275964,0.37218432010698327
0.006335269485343779,0.37324359336170787
0.0063609859528226875,0.3738260274608959
0.006373867144706702,0.3741023595312242
0.006694005548184779,0.38098830869540384
0.006887346502936466,0.3849388706566705
0.00694313116304201,0.38607303551238853
0.007090927198486207,0.3888717942615888
0.007202881152460984,0.3908966122208134
0.007251839343866843,0.3917258493494121
0.007461292044847838,0.39498931991467645
0.007915209263056326,0.4017730103662564
0.00791570984735918,0.40178096248427353
0.007947415596056169,0.4022881324372912
0.008278636129776586,0.40763282309797405
0.008427813291520926,0.4100381632939115
0.008502402562733583,0.41121426253880394
0.0087242306543173,0.414932726985632
0.008780224233418885,0.41583459840750264
0.008955493909058015,0.41876817373077896
0.009289909236518953,0.42442546409296467
0.009401163062627648,0.42617826939562153
0.00942286817030515,0.4265083434932581
0.009617722544914224,0.42943060622036444
0.009680310726023305,0.43035885627981846
0.009980701965987215,0.4348173666741312
0.010357714895888949,0.44005581825171436
0.010468728893691747,0.4416094259168217
0.010586052602859325,0.44316870577611145
0.010644071885176697,0.44395589084374576
0.010656309132556519,0.44412376843457757
0.011262212037148715,0.4525789953994034
0.011425520555258943,0.45484974638701753
0.01153271586495369,0.4563283416150144
0.011670944211806025,0.4582244321019716
0.011770942143091002,0.4596329373028434
0.011940658545410687,0.461892228479362
0.012249775918733195,0.4658960022782093
0.012588951875527681,0.4700658262900643
0.012626801922050186,0.4705114024710985
0.012819127380791571,0.4727786370925678
0.0132058559904392,0.47706415592171136
0.013267644720225753,0.4777606826216202
0.013433240863587022,0.4797543663117966
0.013894821142552055,0.48564623628960674
0.013991074659269086,0.4868754335855228
0.014196947183574227,0.48947738338212465
0.014201772731799622,0.48953774052367927
0.014514896867838044,0.4932068296913966
0.01465444457845857,0.4947370534578794
0.0150961025093433,0.4991402064294543
0.015456627825913753,0.5027906263428255
0.015574116511880353,0.5040478544565273
0.015871943806564905,0.5072779018073628
0.016011599444972793,0.5088024577475851
0.01638825232179472,0.5128134070720914
0.016432626232446967,0.5132805816198568
0.01645755472504004,0.5135349768787485
0.017187311542636592,0.5208170959924189
0.017508216313116224,0.5240263268292475
0.0176144806159665,0.5250868770325401
0.017898068318236385,0.5279760278824605
0.018032568072610784,0.5293720040024564
0.018061753708840913,0.5296731548921206
0.01856388805895827,0.5349159498621348
0.0188457363406103,0.537832359610827
0.019181412940699718,0.5411948664602145
0.019566268065667827,0.5448881676334187
0.019647624132407903,0.5456353688691289
0.019765408274032083,0.5466815697321762
0.019818743153072402,0.5471364891369912
0.020790616330961284,0.5553899956582654
0.020934169903396076,0.5566716499559602
0.021180602458462785,0.5587679653911645
0.02143714628708626,0.5609322897431669
0.021689802455953016,0.5629859250860678
0.021770594620673017,0.5636239164985758
0.022428045015436708,0.5685467963375852
0.022916415390182125,0.5722326352694248
0.023139267864379306,0.5739653583986485
0.023728972108323847,0.5786912477980029
0.023762573448859674,0.5789622485126464
0.023785371062466632,0.5791478802643215
0.024001929803401278,0.5808147690856088
0.024921601736823062,0.5876728390502544
0.025017428542973806,0.5883788081661326
0.02520599756855329,0.5897174520565488
0.025942844670335665,0.594949659926754
0.02612772886262212,0.5962520745380555
0.02637479978643887,0.5979547244635732
0.02655114032466886,0.5992382250143538
0.027228319864913763,0.6041268534832483
0.0274888558692422,0.6059883611349214
