fpr,tpr
0.0,0.0009447933188170149
1.3347570742124934e-05,0.01669535960138986
1.3508037282182899e-05,0.017074559591663593
1.5590651845153644e-05,0.019553641302048945
2.7016074564365797e-05,0.033317644233158264
3.015317814497648e-05,0.04407987411107127
3.983666965441689e-05,0.0584126249369296
4.05241118465487e-05,0.059408252659141667
4.522976721746472e-05,0.06387700297234758
4.677195553546094e-05,0.06467279983794462
5.3390282968499735e-05,0.06817392443369784
6.754018641091449e-05,0.07540720557503704
7.795325922576823e-05,0.08073639400427185
7.967333930883378e-05,0.08164448005776132
8.00854244527496e-05,0.08189258275846958
9.343299519487453e-05,0.0875864445669801
9.354391107092188e-05,0.08763198344270515
0.00010806429825746319,0.0933352828993366
0.00011951000896325067,0.09784440294250986
0.0001201281366791244,0.09792996329025276
0.00012157233553964608,0.09812986721551435
0.0001403158666063828,0.10164944535316853
0.0001507658907248824,0.10357353652323731
0.00015590651845153646,0.10461832470417906
0.0001601708489054992,0.10545206802848321
0.0001714971702966901,0.10772321807128653
0.0001756044846683777,0.10839464623278779
0.00018686599038974906,0.11028534615277412
0.00020262055923274348,0.11299345750842985
0.00021356113187399894,0.1152011180657452
0.0002261488360873236,0.11733448888495739
0.00023385977767730469,0.11903197793071252
0.0002402562733582488,0.12044572007696626
0.00024314467107929217,0.12107485834465379
0.00025665270836147506,0.12434344964998627
0.0002713786033047883,0.1274790864303827
0.00029622238505791926,0.1310555234556098
0.0003069941270688735,0.1325548547851787
0.00034676154866722955,0.13821748630746664
0.0003512089693367554,0.13867383606206557
0.000358530026889752,0.13942800763633567
0.0003603844100373732,0.13962944339509523
0.00040535694797399477,0.14437064006062067
0.00041874915574766986,0.14570908917333908
0.0004271222637479979,0.1465547980441046
0.00046716497597437266,0.1508877699636338
0.00048628934215858434,0.15285192544397125
0.0005126040284646002,0.1557375196667239
0.0005205552589428724,0.15665926156394402
0.0005268134540051331,0.15735968644395387
0.000537795040334628,0.15852081772313098
0.0005768541182706849,0.16230480740791164
0.0006078616776982304,0.16546592355623155
0.0006213697149804134,0.1672768014689649
0.0006273358248798719,0.16787623783418004
0.0006482933301169944,0.17004833184470936
0.000701579333031914,0.17492499843403214
0.0007074212493326215,0.17548198980441904
0.0007159259759556936,0.17627138251301883
0.0007369783886067125,0.17819937821236972
0.000800854244527496,0.18336167611084725
0.0008107138959479895,0.18423604095454044
0.0008292123989868532,0.18579690576796945
0.0008510063487775227,0.1876752024847233
0.0008542445274959958,0.1879541266018347
0.0009510297625543724,0.19554234488492428
0.0009759984065332138,0.19737174184410358
0.0009950548787842238,0.1987149821780802
0.0009995947588815346,0.19899625749379318
0.00100106780565937,0.19909144133323045
0.0011211670944211807,0.20682836030900525
0.0011745862253069942,0.21007482520950607
0.001184889540231677,0.2106987269281043
0.0012150184244597152,0.21252560488181657
0.0012212037148715475,0.21285551697082844
0.001310279616371741,0.21923894162588814
0.0013267398383789652,0.22041067514601168
0.0013614522156967432,0.22216350995458894
0.0014343399697541355,0.22579773202056086
0.0015528886744662887,0.23175546774367187
0.0015534242874510333,0.23178030219238588
0.0015536301165222587,0.23179032775382966
0.001601708489054992,0.23385861500234442
0.0016837903992765937,0.2377548039666594
0.0017218366257341165,0.2394855937457853
0.001729028772119411,0.2398061790535761
0.0018091906886985888,0.24307379388815625
0.0018286171916711159,0.2438826415013023
0.0020423753917151277,0.25215164892429864
0.00205158848720247,0.2525115526381293
0.0020654927029308888,0.25304678774754347
0.0020955686065136144,0.25403866766160144
0.002147777927867081,0.2557774721127212
0.0023091297383876132,0.26134937616462584
0.00239717766252563,0.2645551256442056
0.002416551035998815,0.26528235986972576
0.0024959957287773627,0.2684442201870819
0.0024989868972038363,0.2685537163420538
0.0025694651927098897,0.271241594642956
0.002713786033047883,0.2766028941084752
0.0027439547247470417,0.27769861579650457
0.002776294714361986,0.2787832095416552
0.002809671754694043,0.27989558420790833
