Class,FPR,TPR
0,0.0,0.0
0,0.0,6.219679064560268e-05
0,0.0,0.008023385993282747
0,1.507658907248824e-05,0.008023385993282747
0,1.507658907248824e-05,0.012439358129120538
0,3.015317814497648e-05,0.012439358129120538
0,3.015317814497648e-05,0.014989426545590247
0,4.522976721746472e-05,0.014989426545590247
0,4.522976721746472e-05,0.015113820126881453
0,6.030635628995296e-05,0.015113820126881453
0,6.030635628995296e-05,0.017041920636895136
0,7.53829453624412e-05,0.017041920636895136
0,7.53829453624412e-05,0.01946759547207364
0,9.045953443492944e-05,0.01946759547207364
0,9.045953443492944e-05,0.0231372061201642
0,0.00010553612350741769,0.0231372061201642
0,0.00010553612350741769,0.03377285732056226
0,0.00012061271257990592,0.03377285732056226
0,0.00012061271257990592,0.03800223908446324
0,0.00013568930165239415,0.03800223908446324
0,0.00013568930165239415,0.04005473317576813
0,0.0001507658907248824,0.04005473317576813
0,0.0001507658907248824,0.04484388605547954
0,0.00016584247979737065,0.04484388605547954
0,0.00016584247979737065,0.04745615126259485
0,0.00018091906886985888,0.04745615126259485
0,0.00018091906886985888,0.05442219181490235
0,0.0001959956579423471,0.05442219181490235
0,0.0001959956579423471,0.0554795372558776
0,0.00021107224701483537,0.0554795372558776
0,0.00021107224701483537,0.05765642492847369
0,0.0002261488360873236,0.05765642492847369
0,0.0002261488360873236,0.058713770369448935
0,0.00024122542515981184,0.058713770369448935
0,0.00024122542515981184,0.061201641995273046
0,0.0002563020142323001,0.061201641995273046
0,0.0002563020142323001,0.06163701952979226
0,0.0002713786033047883,0.06163701952979226
0,0.0002713786033047883,0.06356512003980595
0,0.00028645519237727657,0.06356512003980595
0,0.00028645519237727657,0.06667495957208608
0,0.0003015317814497648,0.06667495957208608
0,0.0003015317814497648,0.06947381515113821
0,0.00031660837052225303,0.06947381515113821
0,0.00031660837052225303,0.0718372931956711
0,0.0003316849595947413,0.0718372931956711
0,0.0003316849595947413,0.07214827714889911
0,0.00034676154866722955,0.07214827714889911
0,0.00034676154866722955,0.07233486752083593
0,0.00036183813773971776,0.07233486752083593
0,0.00036183813773971776,0.07333001617116557
0,0.000376914726812206,0.07333001617116557
0,0.000376914726812206,0.07357880333374797
0,0.0003919913158846942,0.07357880333374797
0,0.0003919913158846942,0.07519591989053365
0,0.0004070679049571825,0.07519591989053365
0,0.0004070679049571825,0.07544470705311605
0,0.00042214449402967074,0.07544470705311605
0,0.00042214449402967074,0.08228635402413235
0,0.00043722108310215895,0.08228635402413235
0,0.00043722108310215895,0.0856449807189949
0,0.0004522976721746472,0.0856449807189949
0,0.0004522976721746472,0.08757308122900859
0,0.00046737426124713547,0.08757308122900859
0,0.00046737426124713547,0.08881701704192063
0,0.0004824508503196237,0.08881701704192063
0,0.0004824508503196237,0.09397935066550565
0,0.0004975274393921119,0.09397935066550565
0,0.0004975274393921119,0.09422813782808807
0,0.0005126040284646002,0.09422813782808807
0,0.0005126040284646002,0.09646722229132977
0,0.0005276806175370884,0.09646722229132977
0,0.0005276806175370884,0.10486378902848613
0,0.0005427572066095766,0.10486378902848613
0,0.0005427572066095766,0.10766264460753826
0,0.0005578337956820649,0.10766264460753826
0,0.0005578337956820649,0.10921756437367831
0,0.0005729103847545531,0.10921756437367831
0,0.0005729103847545531,0.10946635153626073
0,0.0005879869738270413,0.10946635153626073
