Class,FPR,TPR
0,0.0,0.0
0,0.0,6.219679064560268e-05
0,0.0,0.005411120786167433
0,1.507658907248824e-05,0.005411120786167433
0,1.507658907248824e-05,0.005473317576813037
0,3.015317814497648e-05,0.005473317576813037
0,3.015317814497648e-05,0.005908695111332255
0,4.522976721746472e-05,0.005908695111332255
0,4.522976721746472e-05,0.009142928224903596
0,6.030635628995296e-05,0.009142928224903596
0,6.030635628995296e-05,0.0115686030600821
0,7.53829453624412e-05,0.0115686030600821
0,7.53829453624412e-05,0.016793133474312726
0,9.045953443492944e-05,0.016793133474312726
0,9.045953443492944e-05,0.0185346436123896
0,0.00010553612350741769,0.0185346436123896
0,0.00010553612350741769,0.03209354397313099
0,0.00012061271257990592,0.03209354397313099
0,0.00012061271257990592,0.03377285732056226
0,0.00013568930165239415,0.03377285732056226
0,0.00013568930165239415,0.03794004229381764
0,0.0001507658907248824,0.03794004229381764
0,0.0001507658907248824,0.04235601442965543
0,0.00016584247979737065,0.04235601442965543
0,0.00016584247979737065,0.0462122154496828
0,0.00018091906886985888,0.0462122154496828
0,0.00018091906886985888,0.055914914790396814
0,0.0001959956579423471,0.055914914790396814
0,0.0001959956579423471,0.05653688269685284
0,0.00021107224701483537,0.05653688269685284
0,0.00021107224701483537,0.056972260231372064
0,0.0002261488360873236,0.056972260231372064
0,0.0002261488360873236,0.05908695111332255
0,0.00024122542515981184,0.05908695111332255
0,0.00024122542515981184,0.06045528050752581
0,0.0002563020142323001,0.06045528050752581
0,0.0002563020142323001,0.061699216320437865
0,0.0002713786033047883,0.061699216320437865
0,0.0002713786033047883,0.06518223659659161
0,0.00028645519237727657,0.06518223659659161
0,0.00028645519237727657,0.06773230501306132
0,0.0003015317814497648,0.06773230501306132
0,0.0003015317814497648,0.06854086329145416
0,0.00031660837052225303,0.06854086329145416
0,0.00031660837052225303,0.069349421569847
0,0.0003316849595947413,0.069349421569847
0,0.0003316849595947413,0.0716507028237343
0,0.00034676154866722955,0.0716507028237343
0,0.00034676154866722955,0.07482273914666003
0,0.00036183813773971776,0.07482273914666003
0,0.00036183813773971776,0.07532031347182486
0,0.000376914726812206,0.07532031347182486
0,0.000376914726812206,0.0764398557034457
0,0.0003919913158846942,0.0764398557034457
0,0.0003919913158846942,0.07706182360990173
0,0.0004070679049571825,0.07706182360990173
0,0.0004070679049571825,0.07892772732926981
0,0.00042214449402967074,0.07892772732926981
0,0.00042214449402967074,0.07898992411991541
0,0.00043722108310215895,0.07898992411991541
0,0.00043722108310215895,0.08166438611767633
0,0.0004522976721746472,0.08166438611767633
0,0.0004522976721746472,0.08682671974126135
0,0.00046737426124713547,0.08682671974126135
0,0.00046737426124713547,0.08844383629804702
0,0.0004824508503196237,0.08844383629804702
0,0.0004824508503196237,0.09124269187709914
0,0.0004975274393921119,0.09124269187709914
0,0.0004975274393921119,0.09130488866774475
0,0.0005126040284646002,0.09130488866774475
0,0.0005126040284646002,0.0946635153626073
0,0.0005276806175370884,0.0946635153626073
0,0.0005276806175370884,0.09802214205746984
0,0.0005427572066095766,0.09802214205746984
0,0.0005427572066095766,0.09839532280134346
0,0.0005578337956820649,0.09839532280134346
0,0.0005578337956820649,0.10051001368329394
0,0.0005879869738270413,0.10051001368329394
0,0.0005879869738270413,0.10268690135589004
0,0.0006030635628995297,0.10268690135589004
