Class,FPR,TPR
1,0.0,0.0
1,0.07098058135327463,0.8593108595596467
1,1.0,1.0
2,0.0,0.0
2,0.057652303120356616,0.3781041069723018
2,1.0,1.0
3,0.0,0.0
3,0.048518419647624135,0.3427731765963131
3,1.0,1.0
4,0.0,0.0
4,0.09627227514382376,0.6555160142348755
4,1.0,1.0
5,0.0,0.0
5,0.06716462503734688,0.8920840967671811
5,1.0,1.0
